fk_class_id,fk_trademark_gid,fk_tm_class_status_cd,lock_control_no,create_ts,create_user_id,last_mod_ts,last_mod_user_id,cfk_transaction_instance_gid,begin_effective_ts,end_effective_ts,gds_srvcs_stmnt_tx,gds_srvcs_stmnt_annotated_tx,first_use_in_commerce_month_no,first_use_in_commerce_day_no,first_use_in_commerce_year_no,first_use_anywhere_month_no,first_use_anywhere_day_no,first_use_anywhere_year_no,intent_to_use_dt,action_ct,status_dt,excessive_character_fee_cnt_no
370,Trademark:0:75642140,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-08-22T23:20:01.445Z,Premanufactured high temperature resistant ceramic shapes manufactured from sialon-based composite materials for use in refractory furnaces and related equipment,null,0,0,0,0,0,0,null,I,0001-01-01T00:00:00.000Z,0
389,Trademark:0:75642146,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-08-22T23:20:01.445Z,FACSIMILE TRANSMISSION SERVICES,null,0,0,0,0,0,0,null,I,0001-01-01T00:00:00.000Z,0
363,Trademark:0:75642186,2,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-08-22T23:20:01.445Z,brake shoes and pads for land vehicles,null,10,1,1998,10,1,1998,null,I,0001-01-01T00:00:00.000Z,0
379,Trademark:0:75749051,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-08-22T23:20:01.445Z,"PLAY TOY THAT DISPENSES EDIBLE TREATS WHEN ROLLED BY DOG, CAT, OR OTHER SMALL MAMMALS",null,0,0,0,0,0,0,null,I,0001-01-01T00:00:00.000Z,0
360,Trademark:0:75749052,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-08-22T23:20:01.445Z,"Computer software for use in receiving, recording and processing customer service inquiries",null,0,0,0,0,0,0,null,I,0001-01-01T00:00:00.000Z,0
379,Trademark:0:75749053,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-09-12T23:20:01.539Z,line of scale model cars,null,0,0,0,0,0,0,null,I,0001-01-01T00:00:00.000Z,0
383,Trademark:0:75749067,2,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-09-12T23:20:01.539Z,"carbonated soft drinks, namely, gazzosa",null,7,22,1999,4,24,1999,2000-12-20T00:00:00.000Z,I,0001-01-01T00:00:00.000Z,0
376,Trademark:0:75749073,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-09-14T23:20:01.599Z,WEARING APPAREL,null,0,0,0,0,0,0,null,I,0001-01-01T00:00:00.000Z,0
344,Trademark:0:74583695,2,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-09-12T23:20:01.539Z,advertising and marketing agency services,null,6,30,1988,6,30,1988,null,I,0001-01-01T00:00:00.000Z,0
316,Trademark:0:74583819,2,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-08-22T23:20:01.445Z,kitchen garbage disposals,null,3,10,1994,3,10,1994,null,I,0001-01-01T00:00:00.000Z,0
318,Trademark:0:74584064,8,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-09-21T23:20:02.061Z,series of prerecorded compact discs and audio cassette tapes featuring alternative rock music,null,7,1,1993,1,1,1990,null,I,0001-01-01T00:00:00.000Z,0
351,Trademark:0:74584098,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2017-11-19T18:16:07.348Z,"retail store services featuring furniture, accessories and hardware",null,1,24,1980,7,30,1979,null,I,0001-01-01T00:00:00.000Z,0
343,Trademark:0:74583711,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-08-22T23:20:01.445Z,cigarettes,null,3,1,1997,3,1,1997,1997-03-05T00:00:00.000Z,I,0001-01-01T00:00:00.000Z,0
351,Trademark:0:74583721,2,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-08-22T23:20:01.445Z,evangelistic and ministerial services,null,9,0,1992,9,0,1992,null,I,0001-01-01T00:00:00.000Z,0
351,Trademark:0:74583714,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-08-22T23:20:01.445Z,child abuse counselling services,null,4,30,1988,4,30,1988,null,I,0001-01-01T00:00:00.000Z,0
392,Trademark:0:75376647,8,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-08-22T23:20:01.445Z,seminars in the field of gasoline fuel business,null,9,7,1997,9,7,1997,null,I,0001-01-01T00:00:00.000Z,0
383,Trademark:0:75376651,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-08-22T23:20:01.445Z,drinking water sold in retail quantites directly to a consumer,null,0,0,0,0,0,0,null,I,0001-01-01T00:00:00.000Z,0
389,Trademark:0:75376663,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-09-21T23:20:02.061Z,radio broadcasting services,null,12,31,1938,12,31,1938,null,I,0001-01-01T00:00:00.000Z,0
368,Trademark:0:75376675,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-09-27T23:20:01.268Z,caulking compounds,null,0,0,0,0,0,0,null,I,0001-01-01T00:00:00.000Z,0
387,Trademark:0:75376676,6,0,2017-10-14T22:21:23.541Z,3333330011,2017-10-14T22:21:23.541Z,3333330011,Transaction:0:1,2017-10-14T22:21:23.541Z,2021-09-25T23:20:01.187Z,Insurance consulting and insurance brokering services in the field of life insurance,null,0,0,0,0,0,0,null,I,0001-01-01T00:00:00.000Z,0
