class_status,class,ser_num,cl_cls_us_ct,cl_cls_us,cl_dt_stat,cl_flg_anoth_form,vt_ser_num,vt_class,goods_and_services_desc,create_ts,create_user_id,update_ts,update_user_id
ACTIVE,030,50003433,1,"046,",2026-07-20,0,50003433,030,Oolong tea; Tea,2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,041,50003602,3,"100,101,107,",2026-07-21,0,50003602,041,"Educational and entertainment services, namely, a continuing program about leadership development, organizational learning, professional development, emotional intelligence, communication, and organizational change accessible via online courses, training programs, and podcasts.",2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,024,50003726,2,"042,050,",2026-07-21,0,50003726,024,Bath sheets; Face towels; Bedsheets; Covers for quilts; Foulard being fabric; Mattress pads; Bathroom towels of textile; Pillow covers; Quilts,2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,021,50003733,8,"002,013,023,029,030,033,040,050,",2026-07-21,0,50003733,021,"Bowls; Paper plates and paper cups; Baskets for household purposes; Clothes racks for drying; Glass, unworked or semi-worked, except building glass; Drinking cups; Collapsible storage containers for domestic use; Scrub brushes; Non-electric cooking pot sets; Double wall cups; Cat litter boxes; Cups; General purpose storage bins for household use; Baking mats; Automatic pet feeders",2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,005,50003812,7,"005,006,018,044,046,051,052,",2026-07-21,0,50003812,005,Dietary supplements,2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,020,50003834,6,"002,013,022,025,032,050,",2026-07-21,0,50003834,020,Play yards for pets; Dog kennels; Kennels for household pets; Kennels with carriers; Furniture of wood; Furniture; Portable kennels; Pet crates; Office furniture; Pet furniture,2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,028,50003857,4,"022,023,038,050,",2026-07-21,0,50003857,028,"Hangers for Christmas tree ornaments; Amusement products, namely, inflatable balls; Mosaic puzzles; Tabletop games; Party favors in the nature of small toys; Work-out gloves; Posture correction device, namely, an adjustable harness to correct one's posture for sports or other physical training purposes",2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,041,50003865,3,"100,101,107,",2026-07-21,0,50003865,041,Soccer instruction,2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,021,50003875,8,"002,013,023,029,030,033,040,050,",2026-07-21,0,50003875,021,"Canisters for kitchen use; Coffee cups, tea cups and mugs; Containers for household or kitchen use; Flower vases and bowls; Make-up brushes; Dishware",2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,041,50003960,3,"100,101,107,",2026-07-21,0,50003960,041,"Entertainment services in the nature of live musical performances by musicians, namely, DJs, bands, and vocalists; Entertainment services in the nature of composing, recording, remixing, producing, and performing musical compositions; Entertainment services in the nature of organizing, composing, producing, hosting, promoting, and performing live visual and audio performances by musicians, namely, DJs, bands, and vocalists; Art exhibition services, namely, organizing, hosting, and promoting live events featuring artistic works for viewing and purchase; Services in the nature of creating custom artwork for others; Services in the nature of providing a website featuring entertainment and educational information relating to music and art; Entertainment services in the nature of providing a website featuring non-downloadable videos relating to music and art; Educational services in the nature of providing a website that includes information about music and arts events",2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,039,50004064,2,"100,105,",2026-07-21,0,50004064,039,"Distribution of energy; Distribution of renewable energy; Providing online information, news, and commentary in the field of energy distribution; Providing information relating to physical storage services",2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,009,50004090,5,"021,023,026,036,038,",2026-07-21,0,50004090,009,Cameras; Protective covers and cases for tablet computers; USB cables; Cell phone cases; Batteries; Mobile phones; Data cables; Dashboard cameras; Smartphone mounts; Camera hardware systems for IP (Internet protocol) video surveillance; Smartwatches; Wireless chargers; Computer mouse; Computer keyboards; Mobile phone chargers; Protective covers and cases for laptops; Stands adapted for tablet computers; Wireless headphones; Protective covers and cases for cell phones; Screen protectors made of tempered glass specially adapted for mobile phones,2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,024,50004181,2,"042,050,",2026-07-21,0,50004181,024,Textile tablecloths; Curtains; Bath towels; Quilts; Sheet sets; Mosquito nets; Pillowcases; Bedspreads; Picnic blankets; Sleeping bags; Bed blankets; Textile flags; Paper bed covers; Quilt covers; Shower curtains; Banners of textile or plastic; Children's bed sheets; Pet blankets; Towels; Yoga blankets,2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,005,50004190,7,"005,006,018,044,046,051,052,",2026-07-21,0,50004190,005,Herbal supplements; Vitamin and mineral supplements for mixing with dog food; Vitamins and dietary food supplements for animals; Nutraceuticals for use as a dietary supplement for promoting digestion; Dietary supplements for humans and animals; Dietary supplement for eliminating toxins from the intestinal tract; Animal feed additives for use as nutritional supplements for promoting digestion; Feed supplements for dogs; Nutritional supplements in the form of tablets; Beverages containing probiotics for use as a nutritional supplement; Nutritional supplements for dogs,2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,011,50004193,6,"013,021,023,024,031,034,",2026-07-21,0,50004193,011,Vanity top sinks; Shower panels; Shower bases,2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,041,50004332,3,"100,101,107,",2026-07-21,0,50004332,041,"Entertainment services, namely, an ongoing series featuring animation, sketches, interviews, and behind-the-scenes content provided through video sharing platforms, internet, and world wide web",2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,035,50004377,3,"100,101,102,",2026-07-21,0,50004377,035,"Retail store services featuring perfumes, cosmetics, beauty products and haircare products; online retail store services featuring perfumes, cosmetics, beauty products and haircare products; retail store services featuring spectacles, eyewear, telephones and tablets computers, telephone and tablet computer accessories; online retail store services featuring spectacles, eyewear, telephones and tablets computers, telephone and tablet computer accessories; retail store services featuring jewelry, time measuring instruments and accessories for watches; online retail store services featuring jewelry, time measuring instruments and accessories for watches; retail store services featuring leather and imitation leather products, saddlery items, bags, luggage items, umbrellas; online retail store services featuring leather and imitation leather products, saddlery items, bags, luggage items, umbrellas; retail store services featuring clothing, footwear and headwear; online retail store services featuring clothing, footwear and headwear; retail store services featuring fashion accessories; online retail store services featuring fashion accessories; distribution of advertising material, namely, leaflets, pamphlets, printouts, and samples; demonstration of goods; distribution of advertising material in the nature of samples; sales promotion",2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,025,50004401,2,"022,039,",2026-07-21,0,50004401,025,T-shirts; Long sleeve T-shirts; Hats; Polo shirts; Sweatshirts; Hooded sweatshirts,2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,035,50004413,3,"100,101,102,",2026-07-21,0,50004413,035,"Business consultation and management regarding marketing activities and launching of new products; Business consulting, management, and planning services in the field of ecommerce.; Business management and organization consultancy; Business management consulting and advisory services for the ecommerce industry; Branding services, namely, consulting, development, management and marketing of brands for businesses and/or individuals; Assistance, advice and consultancy with regard to business planning, business analysis, business management and business organization relating to purchasing functions; Business consulting services relating to product distribution, operations management services, logistics, reverse logistics, supply chain, and production systems and distribution solutions; Business management consultancy as well as development of processes for the analysis and the implementation of strategy plans and management projects; Assistance, advisory services and consultancy with regard to business planning, business analysis, business management, and business organization; Business management consulting with relation to strategy, marketing, production, personnel and retail sale matters; Business consulting services in business leadership development and business management; Business management consulting, strategic planning and business advisory services provided to on-line sellers.; Business management consulting and advisory services; Information, advisory and consultancy services relating to business and management or business administration, including such services provided on line or via the internet; Assistance, advisory services and consultancy with regard to business planning, business analysis, business management, business organization, marketing and customer analysis; Advertising and business management consultancy; Business management consulting, strategic planning and business advisory services provided to Amazon vendors.; Business management consulting with relation to strategy, marketing, sales, operation, product design particularly specializing in the use of analytic and statistic models for the understanding and predicting of consumers, businesses, and market trends and actions; Business management consulting; Business organization and management consulting; Business organisation and management consultancy; Business management consulting services in the field of the establishment, launch and scaling of ecommerce businesses.; Business organization and management consultancy services",2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
ACTIVE,028,50004420,4,"022,023,038,050,",2026-07-21,0,50004420,028,Golf ball markers; Golf ball sleeves,2026-09-08T08:09:41.815Z,-1,2026-09-08T08:09:41.815Z,-1
