SER_NUM,TEST_PCTRAM_LINK,LAW_OFFICE,FILING_BASIS_CUR,FILING_METHOD_FILED,FILING_METHOD_CUR,FILING_BASIS_FIL,FILING_BASIS_AMED,REGISTRATION_NUMBER,AM_FLG_66A_FIL,AM_FLG_44D_FIL,AM_FLG_44E_FIL,FLG_PAPER_FIL,AM_STAT,AM_FLG_NO_BAS_FIL,AM_FLG_TEASRF_FIL,AM_FLG_USE_FIL,AM_FLG_ITU_FIL,AM_FLG_TEASPL_FIL,LAST_MODIFIED_DATE,FILING_BASIS_GRP,MARK_DWG_CD,MARK_DWG_DESC,MARK_NM_SHORT,MARK_NM,TMNG_IMAGE_LINK,TM_ANALYTICS_TS,EXMR_EID,STATUS_DT,create_ts,create_user_id,update_ts,update_user_id,SRCHRG_IND
50001354,https://review.tm-examcenter.aws.uspto.gov/review/50001354,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T09:36:25.000Z,ITU,4,STANDARD CHARACTER MARK,IMOISSAN,IMOISSAN,http://tmng-al.uspto.gov/resting2/api/img/50001354/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T09:07:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001368,https://review.tm-examcenter.aws.uspto.gov/review/50001368,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T09:49:44.000Z,USE,3,AN ILLUSTRATION DRAWING WHICH INCLUDES WORD(S)/LETTER(S)/NUMBER(S),PAW SEASON,PAW SEASON,http://tmng-al.uspto.gov/resting2/api/img/50001368/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T09:13:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001405,https://review.tm-examcenter.aws.uspto.gov/review/50001405,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T10:05:24.000Z,ITU,4,STANDARD CHARACTER MARK,APEX E-MOTO,APEX E-MOTO,http://tmng-al.uspto.gov/resting2/api/img/50001405/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T09:32:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001423,https://review.tm-examcenter.aws.uspto.gov/review/50001423,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T10:14:46.000Z,USE,2,AN ILLUSTRATION DRAWING WITHOUT ANY WORD(S)/LETTER(S)/NUMBER(S),,,http://tmng-al.uspto.gov/resting2/api/img/50001423/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T09:43:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001427,https://review.tm-examcenter.aws.uspto.gov/review/50001427,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T10:07:31.000Z,ITU,4,STANDARD CHARACTER MARK,DERMAPEN,DERMAPEN,http://tmng-al.uspto.gov/resting2/api/img/50001427/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T09:43:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001473,https://review.tm-examcenter.aws.uspto.gov/review/50001473,null,44E,BASE,BASE,44E,,0,0,0,1,null,630,0,0,0,0,0,2026-07-20T10:50:11.000Z,44E,5,AN ILLUSTRATION DRAWING WITH WORD(S)/LETTER(S)/NUMBER(S) IN STYLIZED FORM,GRKOD,GRKOD,http://tmng-al.uspto.gov/resting2/api/img/50001473/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T10:06:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001489,https://review.tm-examcenter.aws.uspto.gov/review/50001489,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T10:26:09.000Z,ITU,4,STANDARD CHARACTER MARK,KOKON AI,KOKON AI,http://tmng-al.uspto.gov/resting2/api/img/50001489/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T10:13:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001502,https://review.tm-examcenter.aws.uspto.gov/review/50001502,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T11:02:02.000Z,ITU,4,STANDARD CHARACTER MARK,INDEX ADVANTAGE+ ACCESS,INDEX ADVANTAGE+ ACCESS,http://tmng-al.uspto.gov/resting2/api/img/50001502/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T10:20:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001536,https://review.tm-examcenter.aws.uspto.gov/review/50001536,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T12:06:34.000Z,ITU,3,AN ILLUSTRATION DRAWING WHICH INCLUDES WORD(S)/LETTER(S)/NUMBER(S),NOTARI,NOTARI,http://tmng-al.uspto.gov/resting2/api/img/50001536/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T10:31:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001613,https://review.tm-examcenter.aws.uspto.gov/review/50001613,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T11:22:35.000Z,ITU,4,STANDARD CHARACTER MARK,SWELLHAR,SWELLHAR,http://tmng-al.uspto.gov/resting2/api/img/50001613/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T11:01:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001630,https://review.tm-examcenter.aws.uspto.gov/review/50001630,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-31T11:16:53.000Z,ITU,2,AN ILLUSTRATION DRAWING WITHOUT ANY WORD(S)/LETTER(S)/NUMBER(S),,,http://tmng-al.uspto.gov/resting2/api/img/50001630/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T11:13:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001641,https://review.tm-examcenter.aws.uspto.gov/review/50001641,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T11:18:27.000Z,USE,4,STANDARD CHARACTER MARK,OUTCOME CLOUD,OUTCOME CLOUD,http://tmng-al.uspto.gov/resting2/api/img/50001641/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T11:17:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001645,https://review.tm-examcenter.aws.uspto.gov/review/50001645,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T15:22:22.000Z,ITU,3,AN ILLUSTRATION DRAWING WHICH INCLUDES WORD(S)/LETTER(S)/NUMBER(S),PATTERN PROFESSOR,PATTERN PROFESSOR,http://tmng-al.uspto.gov/resting2/api/img/50001645/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T11:22:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001650,https://review.tm-examcenter.aws.uspto.gov/review/50001650,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T12:07:26.000Z,USE,3,AN ILLUSTRATION DRAWING WHICH INCLUDES WORD(S)/LETTER(S)/NUMBER(S),SIBIRICA,SIBIRICA,http://tmng-al.uspto.gov/resting2/api/img/50001650/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T11:20:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001660,https://review.tm-examcenter.aws.uspto.gov/review/50001660,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T12:14:51.000Z,ITU,4,STANDARD CHARACTER MARK,BYLDGO,BYLDGO,http://tmng-al.uspto.gov/resting2/api/img/50001660/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T11:23:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001724,https://review.tm-examcenter.aws.uspto.gov/review/50001724,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T13:49:01.000Z,ITU,4,STANDARD CHARACTER MARK,CASHFUL,CASHFUL,http://tmng-al.uspto.gov/resting2/api/img/50001724/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T11:46:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001796,https://review.tm-examcenter.aws.uspto.gov/review/50001796,null,44E,BASE,BASE,44E,,0,0,0,1,null,630,0,0,0,0,0,2026-07-20T22:29:09.000Z,44E,2,AN ILLUSTRATION DRAWING WITHOUT ANY WORD(S)/LETTER(S)/NUMBER(S),,,http://tmng-al.uspto.gov/resting2/api/img/50001796/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T12:18:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001874,https://review.tm-examcenter.aws.uspto.gov/review/50001874,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T12:59:05.000Z,ITU,4,STANDARD CHARACTER MARK,TREBLE TIMES,TREBLE TIMES,http://tmng-al.uspto.gov/resting2/api/img/50001874/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T12:49:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001881,https://review.tm-examcenter.aws.uspto.gov/review/50001881,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T13:36:03.000Z,USE,4,STANDARD CHARACTER MARK,ICONBULK,ICONBULK,http://tmng-al.uspto.gov/resting2/api/img/50001881/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T12:52:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001888,https://review.tm-examcenter.aws.uspto.gov/review/50001888,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T13:08:39.000Z,ITU,4,STANDARD CHARACTER MARK,RE-,RE-,http://tmng-al.uspto.gov/resting2/api/img/50001888/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T12:56:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001899,https://review.tm-examcenter.aws.uspto.gov/review/50001899,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T13:06:00.000Z,USE,4,STANDARD CHARACTER MARK,KOBGEAT,KOBGEAT,http://tmng-al.uspto.gov/resting2/api/img/50001899/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T12:58:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001904,https://review.tm-examcenter.aws.uspto.gov/review/50001904,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-21T11:15:48.000Z,USE,4,STANDARD CHARACTER MARK,KOXPEN,KOXPEN,http://tmng-al.uspto.gov/resting2/api/img/50001904/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T13:00:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001909,https://review.tm-examcenter.aws.uspto.gov/review/50001909,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-21T11:17:49.000Z,USE,4,STANDARD CHARACTER MARK,LEOGEAC,LEOGEAC,http://tmng-al.uspto.gov/resting2/api/img/50001909/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T13:02:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001927,https://review.tm-examcenter.aws.uspto.gov/review/50001927,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-21T11:51:14.000Z,ITU,3,AN ILLUSTRATION DRAWING WHICH INCLUDES WORD(S)/LETTER(S)/NUMBER(S),MYAPP CONNECT,MYAPP CONNECT,http://tmng-al.uspto.gov/resting2/api/img/50001927/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T13:07:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50001953,https://review.tm-examcenter.aws.uspto.gov/review/50001953,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-21T12:13:00.000Z,USE,3,AN ILLUSTRATION DRAWING WHICH INCLUDES WORD(S)/LETTER(S)/NUMBER(S),GG GAMING GOSU,GG GAMING GOSU,http://tmng-al.uspto.gov/resting2/api/img/50001953/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T13:13:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002070,https://review.tm-examcenter.aws.uspto.gov/review/50002070,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T15:22:58.000Z,ITU,4,STANDARD CHARACTER MARK,INVISTA-PLAZMA,INVISTA-PLAZMA,http://tmng-al.uspto.gov/resting2/api/img/50002070/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T13:47:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002075,https://review.tm-examcenter.aws.uspto.gov/review/50002075,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T13:57:20.000Z,ITU,4,STANDARD CHARACTER MARK,COMPOUND HEALTH TECHNOLOGIES,COMPOUND HEALTH TECHNOLOGIES,http://tmng-al.uspto.gov/resting2/api/img/50002075/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T13:51:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002091,https://review.tm-examcenter.aws.uspto.gov/review/50002091,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T14:58:01.000Z,ITU,4,STANDARD CHARACTER MARK,PRAXIS INTELLIGENCE,PRAXIS INTELLIGENCE,http://tmng-al.uspto.gov/resting2/api/img/50002091/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T13:56:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002164,https://review.tm-examcenter.aws.uspto.gov/review/50002164,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T14:15:57.000Z,ITU,4,STANDARD CHARACTER MARK,TOP OF THE PYRAMID,TOP OF THE PYRAMID,http://tmng-al.uspto.gov/resting2/api/img/50002164/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T14:14:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002186,https://review.tm-examcenter.aws.uspto.gov/review/50002186,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-21T12:49:01.000Z,ITU,4,STANDARD CHARACTER MARK,MARY JOHNSON MAKES,MARY JOHNSON MAKES,http://tmng-al.uspto.gov/resting2/api/img/50002186/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T14:20:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002189,https://review.tm-examcenter.aws.uspto.gov/review/50002189,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T16:52:19.000Z,ITU,4,STANDARD CHARACTER MARK,RIVO,RIVO,http://tmng-al.uspto.gov/resting2/api/img/50002189/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T14:21:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002193,https://review.tm-examcenter.aws.uspto.gov/review/50002193,null,44D/ITU,BASE,BASE,44D/ITU,,0,0,1,0,null,630,0,0,0,1,0,2026-07-20T15:03:56.000Z,MULTIPLE BASIS-ITU,4,STANDARD CHARACTER MARK,URBAN ACTIVE,URBAN ACTIVE,http://tmng-al.uspto.gov/resting2/api/img/50002193/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T14:22:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002197,https://review.tm-examcenter.aws.uspto.gov/review/50002197,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-28T10:19:39.000Z,ITU,4,STANDARD CHARACTER MARK,SOCCHER,SOCCHER,http://tmng-al.uspto.gov/resting2/api/img/50002197/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T14:26:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002220,https://review.tm-examcenter.aws.uspto.gov/review/50002220,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T16:34:07.000Z,USE,4,STANDARD CHARACTER MARK,ASCENDER PRO,ASCENDER PRO,http://tmng-al.uspto.gov/resting2/api/img/50002220/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T14:35:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002241,https://review.tm-examcenter.aws.uspto.gov/review/50002241,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T16:04:08.000Z,USE,4,STANDARD CHARACTER MARK,ICONIK COFFEE ROASTERS,ICONIK COFFEE ROASTERS,http://tmng-al.uspto.gov/resting2/api/img/50002241/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T14:39:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002250,https://review.tm-examcenter.aws.uspto.gov/review/50002250,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T15:10:25.000Z,ITU,4,STANDARD CHARACTER MARK,JOT,JOT,http://tmng-al.uspto.gov/resting2/api/img/50002250/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T14:42:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002284,https://review.tm-examcenter.aws.uspto.gov/review/50002284,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T17:25:58.000Z,ITU,4,STANDARD CHARACTER MARK,KEMACOPA,KEMACOPA,http://tmng-al.uspto.gov/resting2/api/img/50002284/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T14:49:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002324,https://review.tm-examcenter.aws.uspto.gov/review/50002324,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T15:08:00.000Z,USE,4,STANDARD CHARACTER MARK,NATRA SLEEP,NATRA SLEEP,http://tmng-al.uspto.gov/resting2/api/img/50002324/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T15:03:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002385,https://review.tm-examcenter.aws.uspto.gov/review/50002385,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T19:35:13.000Z,USE,4,STANDARD CHARACTER MARK,EASERUN,EASERUN,http://tmng-al.uspto.gov/resting2/api/img/50002385/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T15:22:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002431,https://review.tm-examcenter.aws.uspto.gov/review/50002431,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T21:08:04.000Z,USE,3,AN ILLUSTRATION DRAWING WHICH INCLUDES WORD(S)/LETTER(S)/NUMBER(S),PAULETTE CAFÉ,PAULETTE CAFÉ,http://tmng-al.uspto.gov/resting2/api/img/50002431/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T15:46:08.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002454,https://review.tm-examcenter.aws.uspto.gov/review/50002454,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T15:42:58.000Z,ITU,4,STANDARD CHARACTER MARK,STUART,STUART,http://tmng-al.uspto.gov/resting2/api/img/50002454/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T15:41:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002455,https://review.tm-examcenter.aws.uspto.gov/review/50002455,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-20T21:58:54.000Z,USE,4,STANDARD CHARACTER MARK,AXD OFFROAD,AXD OFFROAD,http://tmng-al.uspto.gov/resting2/api/img/50002455/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T15:41:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002460,https://review.tm-examcenter.aws.uspto.gov/review/50002460,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-27T18:19:32.000Z,ITU,4,STANDARD CHARACTER MARK,JESUS SAVED MY BACON,JESUS SAVED MY BACON,http://tmng-al.uspto.gov/resting2/api/img/50002460/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T15:43:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002503,https://review.tm-examcenter.aws.uspto.gov/review/50002503,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T23:41:40.000Z,ITU,4,STANDARD CHARACTER MARK,XELINA,XELINA,http://tmng-al.uspto.gov/resting2/api/img/50002503/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T15:51:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002511,https://review.tm-examcenter.aws.uspto.gov/review/50002511,null,ITU,BASE,BASE,ITU,,0,0,0,0,null,630,0,0,0,1,0,2026-07-20T16:01:28.000Z,ITU,4,STANDARD CHARACTER MARK,LIGHT OF NEW HABIT,LIGHT OF NEW HABIT,http://tmng-al.uspto.gov/resting2/api/img/50002511/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T15:54:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
50002514,https://review.tm-examcenter.aws.uspto.gov/review/50002514,null,USE,BASE,BASE,USE,,0,0,0,0,null,630,0,0,1,0,0,2026-07-21T15:04:14.000Z,USE,3,AN ILLUSTRATION DRAWING WHICH INCLUDES WORD(S)/LETTER(S)/NUMBER(S),EFFICIENT MARKETS,EFFICIENT MARKETS,http://tmng-al.uspto.gov/resting2/api/img/50002514/Large,2026-09-08T08:10:39.000Z,0,2026-07-20T15:53:07.000Z,2026-09-08T08:10:39.573Z,-1,2026-09-08T08:10:39.573Z,-1,null
